paper_title,keywords,journal_name
dispersion of carbon nanotubes in liquids,carbon nanotubes dispersion nanotechnology milling ultrasonication high shear flow elongational flow functionalization surfactant system dispersant system morphology,journal of dispersion science and technology
use of nanoparticles for dye adsorption: review,dyes isotherms kinetics modeling nanoparticles,journal of dispersion science and technology
biofuels–renewable energy sources: a review,biodiesel biofuels combustion diesel engine emissions fatty acid methyl ester (fame) greenhouse gas emissions heavy vehicles process design reaction distillation renewable energy sources (res) transesterification triglycerides vegetable oil,journal of dispersion science and technology
the liquid/liquid sedimentation process: from droplet coalescence to technologically enhanced water/oil emulsion gravity separators: a review,separator crude oil emulsions gravity settler coalescence decanters,journal of dispersion science and technology
asphaltene precipitation models: a review,asphaltene precipitation colloidal models equation of state models solubility models thermodynamic models,journal of dispersion science and technology
"adsorptive behavior of methylene blue onto sawdust of sour lemon, date palm, and eucalyptus as agricultural wastes",biosorption date eucalyptus methylene blue sour lemon sawdust,journal of dispersion science and technology
plasma treatment of polymers,polymer surface modification plasma treatment plasma processing surface treatment polymer surfaces surface analysis x‐ray photoelectron spectroscopy (xps) surface sites treatment kinetics surface kinetics metallized plastics metal–polymer adhesion nitrogen plasma nitrogen oxygen plasma oxygen polymer polyester polystyrene (ps) polyethylene (pe) polycarbonate (pc) polyethylene naphthalate (pen) polyethylene terephthalate (pet),journal of dispersion science and technology
experimental study of heat transfer of a car radiator with cuo/ethylene glycol-water as a coolant,cooling fluid cuo/ethylene glycol-water nanofluid heat transfer enhancement radiator,journal of dispersion science and technology
formation and rupture mechanisms of visco-elastic interfacial films in polymer-stabilized emulsions,emulsification behavior destabilization process oil-water interfacial film viscoelastic polymer flooding crude oil production,journal of dispersion science and technology
preparation and application of nanoemulsions in the last decade (2000–2010),high-pressure homogenization nanoemulsion phase inversion composition phase inversion temperature ultrasound,journal of dispersion science and technology
scale formation and control in oil and gas fields: a review,scale deposition scale inhibition green inhibitor polymer natural organic molecule,journal of dispersion science and technology
a review: studies on uranium removal using different techniques. overview,contamination recovery resins rocks underground water uranium,journal of dispersion science and technology
sulfonation of alkali lignin and its potential use in dispersant for cement,alkali lignin dispersant lignosulfonate pulping spent liquid sulfonation,journal of dispersion science and technology
"stabilization of water‐in‐oil emulsions by naphthenic acids and their salts: model compounds, role of ph, and soap:acid ratio",napthenic acid heptylbenzoic acid water‐in‐oil emulsion ph,journal of dispersion science and technology
treatment of heavy metal ions in wastewater using layered double hydroxides: a review,adsorption anions exchange heavy metal ions layered double hydroxides,journal of dispersion science and technology
"pickering-stabilized emulsion gels fabricated from wheat protein nanoparticles: effect of ph, nacl and oil content",gliadin nanoparticles microstructure pickering emulsions pickering-stabilized emulsion gels rheological properties,journal of dispersion science and technology
water‐in‐oil emulsions stabilized by hydrophobized microfibrillated cellulose,pickering emulsions microfibrillated cellulose (mfc) hydrophobication water‐in‐oil emulsions particle wettability,journal of dispersion science and technology
tribological properties of graphene nanosheets as an additive in calcium grease,calcium grease four-ball tribometer friction coefficients graphene nanosheets wear,journal of dispersion science and technology
synergistic effect of mixed anionic and cationic surfactant systems on the interfacial tension of crude oil-water and enhanced oil recovery,critical micellar concentration eor interfacial tension mixed surfactant synergism,journal of dispersion science and technology
spvdf-hfp/sgo nanohybrid proton exchange membrane for the applications of direct methanol fuel cells,sgo spvdf-hfp proton conductivity water uptake hybrid membrane,journal of dispersion science and technology
adsorption of methylene blue from aqueous solution by crosslinked chitosan/bentonite composite,adsorption clay composite methylene blue super absorbent,journal of dispersion science and technology
seismic soil-structure interaction: beneficial or detrimental?,bridge ductility earthquake inelastic response seismic regulations soil-structure interaction,journal of earthquake engineering
an improved method of matching response spectra of recorded earthquake ground motion using wavelets,accelerograms dynamic analysis rspmatch spectral matching spectrum-compatible records wavelets,journal of earthquake engineering
an improved algorithm for selecting ground motions to match a conditional spectrum,ground motion selection conditional spectrum software optimization ground motion simulation dynamic analysis,journal of earthquake engineering
seismic response of reinforced concrete frames infilled with weakly reinforced masonry panels,damage limit state infilled frame mortar layer reinforcement out-of-plane collapse plaster reinforcement,journal of earthquake engineering
"peer performance-based earthquake engineering methodology, revisited",damage analysis hazard analysis loss analysis peer methodology performance-based design structural analysis total probability uncertainty,journal of earthquake engineering
the effective duration of earthquake strong motion,arias intensity attenuation relations effective duration strong motion duration,journal of earthquake engineering
the use of real earthquake accelerograms as input to dynamic analysis,strong-motion records dynamic analysis strong-motion databank strong-motion database spectral matching seismic design codes,journal of earthquake engineering
displacement-based seismic assessment of reinforced concrete buildings,assessment displacement frames walls shear-strength,journal of earthquake engineering
seismic reliability of code-conforming italian buildings,performance-based earthquake engineering risk failure damage collapse hazard,journal of earthquake engineering
performance-based seismic response of frame structures including residual deformations. part i: single-degree of freedom systems,frame structures hysteresis rules performance-based design residual deformations sdof,journal of earthquake engineering
probabilistic seismic demand models and fragility estimates for rc bridges,bayesian inference bridges deformation demand demand models experimental data fragility model error model updating parameter estimation probabilistic models reinforced concrete shear demand uncertainty analysis,journal of earthquake engineering
"reconnaissance report on damage of bridges in 2008 wenchuan, china, earthquake",seismic damage bridges wenchuan earthquake failure mechanism seismic effect seismic design,journal of earthquake engineering
experimental investigation on the seismic behavior of beam-column joints reinforced with superelastic shape memory alloys,beam-column joint seismic shape memory alloy superelasticity plastic hinge,journal of earthquake engineering
experimental verification of viscous damping modeling for inelastic time history analyzes,viscous damping modeling shake table tests theory/experiment comparison time history analysis,journal of earthquake engineering
viscous damping in seismic design and analysis,seismic analysis viscous damping displacement based design equivalent linearisation,journal of earthquake engineering
development and verification of a displacement-based adaptive pushover procedure,displacement-based adaptive pushover interstorey drifts dap,journal of earthquake engineering
damage control for clay masonry infills in the design of rc frame structures,in-plane damage damage control performance criteria drift limitation clay masonry infills rc frame structures,journal of earthquake engineering
selection and scaling of real accelerograms for bi-directional loading: a review of current practice and code provisions,bi-directional dynamic analysis real strong-motion records selection of records scaling of records,journal of earthquake engineering
seismic vulnerability assessment of modular steel buildings,modular steel building braced frame earthquake ground motions incremental dynamic analysis seismic demand and capacity ductility maximum inter-story drift,journal of earthquake engineering
equivalent damping in support of direct displacement-based design,damping hysteretic seismic response seismic analysis equivalent linearization,journal of earthquake engineering
"damage of bridges due to the 2010 maule, chile, earthquake",maule chile earthquake earthquake damage bridges skewed bridge structural response,journal of earthquake engineering
mitigation of higher mode effects in base-rocking systems by using multiple rocking sections,seismic design performance-based design displacement-based design rocking systems self-centering systems residual displacements higher mode effects dynamic effects multiple rocking sections,journal of earthquake engineering
numerical issues in distributed inelasticity modeling of rc frame elements for seismic analysis,reinforced concrete (rc) finite elements (fe) fiber elements displacement-based elements (db) force-based elements (fb) localization regularization,journal of earthquake engineering
mainshock-aftershock ground motion features and their influence in building's seismic response,aftershocks frequency content seismic sequences artificial sequences permanent displacement,journal of earthquake engineering
equivalent viscous damping equations for direct displacement based design,direct displacement based design equivalent viscous damping,journal of earthquake engineering
"self-centering behavior of unbonded, post-tensioned precast concrete shear walls",permanent drift post-tensioning precast concrete seismic loading self-centering shear walls unbonded tendons,journal of earthquake engineering
parameter determination and damage assessment for tha-based regional seismic damage prediction of multi-story buildings,regional seismic damage prediction parameter determination damage assessment multiple-degree-of-freedom shear model time-history analysis,journal of earthquake engineering
modeling beam-column joints in fragility assessment of gravity load designed reinforced concrete frames,beam-column joints building frames concrete reinforced earthquake engineering engineering mechanics fragility reinforcement anchorage bond-slip shear stress,journal of earthquake engineering
influence of masonry strength and openings on infilled r/c frames under cycling loading,infilled r/c frames masonry infills masonry strength openings cyclic behavior experimental results plastic analysis lateral resistance,journal of earthquake engineering
simplified macro-model for infill masonry panels,rc buildings infill masonry numerical modeling non–linear analyses,journal of earthquake engineering
review on thermal decomposition of ammonium nitrate,additive ammonium nitrate differential scanning calorimetry (dsc) propellants thermal decomposition,journal of energetic materials
effect of organic eutectic on nitrocellulose stability during artificial aging,nitrocellulose artificial aging stability tests kinetics eutectic vst storage lifetime,journal of energetic materials
predicting the impact sensitivities of polynitro compounds using quantum chemical descriptors,impact sensitivity molecular orbital calculations qspr molecular descriptors,journal of energetic materials
massive preparation of reduced-sensitivity nano cl-20 and its characterization,cl-20 mechanical ball milling mechanical sensitivity particle size thermal stability,journal of energetic materials
preparation and characterization of nano-cl-20 explosive,cl-20 energetic materials hniw nanosize sensitivity size reduction solvent–antisolvent,journal of energetic materials
"nano-ammonium perchlorate: preparation, characterization, and evaluation in composite propellant formulation",burning rate htpb nano-ap sem tem xrd,journal of energetic materials
preparation and properties of surface-coated hmx with viton and graphene oxide,graphene oxide graphite hmx sensitivity thermal decomposition,journal of energetic materials
burning rate of artificially aged solid double-base gun propellants,burning rate aging closed vessel double﻿-base propellant aging sensitivity coefficient`,journal of energetic materials
"ammonium perchlorate-based molecular perovskite energetic materials: preparation, characterization, and thermal catalysis performance with mos2",ap molecular perovskite mos2 nanosheets catalysis thermal decomposition,journal of energetic materials
detonation properties and thermal behavior of fox-7-based explosives,detonation fox-7 (dadne),journal of energetic materials
"compatibility study of dihydroxylammonium 5,5′-bistetrazole-1,1′-diolate (tkx-50) with some energetic materials and inert materials",compatibility energetic material tkx-50,journal of energetic materials
compatibility assessment and decomposition kinetics of nitrocellulose with eutectic mixture of organic stabilizers,nitrocellulose organic eutectic compatibility stability tests kinetics isokinetic temperature,journal of energetic materials
fabrication of three-dimensional tkx-50 network-like nanostructures by liquid nitrogen-assisted spray freeze-drying method,tkx-50 network-like nanostructures liquid nitrogen-assisted spray freeze-drying method thermal analysis safety characteristics,journal of energetic materials
novel nitrocellulose made from bacterial cellulose,bacterial cellulose nitrocellulose optimization conditions,journal of energetic materials
"sensitivity of 2,6-diamino-3,5-dinitropyrazine-1-oxide",sensitivity decomposition thermal llm-105,journal of energetic materials
screening of polymer-plasticizer systems for propellant binder applications: an experimental and simulation approach,modeling and simulation molecular dynamics solubility parameter miscibility energetic materials,journal of energetic materials
energetic plasticizer migration studies,energetic plasticizers polymer bonded explosives isothermal tga exudation,journal of energetic materials
determination of the thermal decomposition products of terephthalic acid by using curie-point pyrolyzer,decomposition gas chromato- mass spectro- pyrotechnics smoke thermal,journal of energetic materials
synthesis and characterization of furazan energetics adaaf and doatf,burning rate furazan heat of formation performance sensitivity,journal of energetic materials
thermal conductivity of energetic materials,thermal conductivity energetic materials teflon™ finite element analysis contact resistance,journal of energetic materials
control of the particle size of submicron hmx explosive by spraying in non-solvent,micronization of explosive parameter optimization particle size control spraying in non-solvent process submicron hmx,journal of energetic materials
optimized synthesis of hmx nanoparticles using antisolvent precipitation method,nano-hem antisolvent precipitation β-hmx concentration particle size,journal of energetic materials
kinetics of thermal decomposition of ammonium perchlorate by tg/dsc-ms-ftir,ammonium perchlorate chemical kinetics explosive thermal decomposition,journal of energetic materials
a framework for empathy in design: stepping into and out of the user's life,empathy user experience understanding user research designing,journal of engineering design
a review of product–service systems design methodologies,product–service systems design methodologies ontology sustainability survey,journal of engineering design
a systematic literature review on modular product design,modularisation metrics and drivers modularity design structure matrix product architecture systematic literature review,journal of engineering design
"assessing the quality of ideas from prolific, early-stage product ideation",idea evaluation idea generation brainstorming product design creativity,journal of engineering design
design for wire + arc additive manufacture: design rules and build orientation selection,additive manufacture design for manufacture aerospace engineering,journal of engineering design
development of product-service systems: challenges and opportunities for the manufacturing firm,product service systems functional product development integrated solutions engineering methods,journal of engineering design
product-service system design methodology: from the pss architecture design to the products specifications,pss engineering design methodology functional and technical scenarios pss representation pss criteria technical detailed product criteria,journal of engineering design
"improving product development process design: a method for managing information flows, risks, and iterations",product development process design systematic product development < design theory and research methodology models of the design process,journal of engineering design
a novel selective parallel disassembly planning method for green design,green design modular design theory parallel disassembly planning methods,journal of engineering design
emotional bonding with personalised products,customer integration design strategy user evaluation emotional bonding personalisation,journal of engineering design
an integrated rough number-based approach to design concept evaluation under subjective environments,design concept evaluation rough number rough group ahp method rough group topsis method,journal of engineering design
"predicting requirement change propagation, using higher order design structure matrices: an industry case study",requirement change requirement change management requirements engineering engineering changes engineering change management emergent changes,journal of engineering design
flexibility: a multi-disciplinary literature review and a research agenda for designing flexible engineering systems,flexibility design manufacturing systems real options decision theory,journal of engineering design
the idea exposure paradigm in design idea generation,product design design management best practise,journal of engineering design
emotional design method of product presented in multi-dimensional variables based on kansei engineering,kansei engineering multi-dimensional variable human interface elements key design variable emotional design optimisation,journal of engineering design
perceived quality of products: a framework and attributes ranking method,perceived quality product development aesthetics industrial design engineering product quality,journal of engineering design
reuse of ideas and concepts for creative stimuli in engineering design,creativity and innovation innovation methods triz design reuse knowledge and information management human creativity,journal of engineering design
product modularity: measures and design methods,modularity design design theory design methods optimization,journal of engineering design
analysis of product design characteristics for remanufacturing using fuzzy ahp and axiomatic design,design for remanufacturing fuzzy ahp axiomatic design case study,journal of engineering design
toward a taxonomy of concept designs for improved robustness,p-diagram taguchi methods theory of inventive problem solving triz,journal of engineering design
development of an extended kansei engineering method to incorporate experience requirements in product–service system design,travel experience transportation vehicle kansei engineering cognitive emotional,journal of engineering design
comparative analysis of coupling modularity metrics,modularity product architecture metrics complex systems,journal of engineering design
a new conceptual design approach for overcoming the flaws of functional decomposition and morphology,conceptual design problem decomposition information gathering problem–solution coevolution psn,journal of engineering design
quantitative swot analysis on global competitiveness of machine tool industry,product development product design machine tool strategic planning global competitiveness swot analysis analytic hierarchy process,journal of engineering design
45 years with design methodology,design methods techniques and tools design theory and research methodology theory of technical systems,journal of engineering design
creativity from constraints in engineering design: lessons learned at coloplast,engineering design creativity constraints design constraints innovation,journal of engineering design
a review on decision-making methods in engineering design for the automotive industry,decision-making methods engineering design industrial design automotive industry product development,journal of engineering design
a new bio-inspired optimisation algorithm: bird swarm algorithm,bird swarms swarm intelligence social behaviours social interactions bird swarm algorithm optimisation,journal of experimental and theoretical artificial intelligence
modelling and experimental performance analysis of solar-assisted ground source heat pump system,solar energy ground source heat pump artificial neural network adaptive neuro-fuzzy inference system,journal of experimental and theoretical artificial intelligence
metaheuristics: review and application,application of metaheuristics memetic algorithm p-metaheuristics s-metaheuristics,journal of experimental and theoretical artificial intelligence
parameter selection in particle swarm optimisation: a survey,particle swarm optimisation artificial intelligence optimisation parameter selection,journal of experimental and theoretical artificial intelligence
prolegomena to any future artificial moral agent,moral agency computational ethics moral turing test,journal of experimental and theoretical artificial intelligence
optimal path planning for a mobile robot using cuckoo search algorithm,cuckoo search path planning levy flight navigation obstacle avoidance,journal of experimental and theoretical artificial intelligence
distribution-balanced stratified cross-validation for accuracy estimation,cross-validation machine learning research true accuracy classifier,journal of experimental and theoretical artificial intelligence
dynamic vms placement for energy efficiency by pso in cloud computing,energy efficient virtual machine placement live migration provisioning dynamic resource allocation cloud computing,journal of experimental and theoretical artificial intelligence
generalised pythagorean fuzzy geometric interactive aggregation operators using einstein operations and their application to decision making,decision analysis pythagorean fuzzy sets aggregation operators einstein norms decision-making,journal of experimental and theoretical artificial intelligence
improved salp swarm algorithm based on weight factor and adaptive mutation,salp swarm algorithm swarm intelligent algorithm weight factor adaptive mutation disturbed extremum,journal of experimental and theoretical artificial intelligence
"a hybrid method based on wavelet, ann and arima model for short-term load forecasting",artificial neural network discrete wavelet transform autoregressive integrated moving average short-term load forecasting,journal of experimental and theoretical artificial intelligence
comparing performance of algorithms for generating concept lattices,concept lattice algorithms computation complexity,journal of experimental and theoretical artificial intelligence
an opposition-based chaotic grey wolf optimizer for global optimisation tasks,swarm intelligence grey wolf optimizer (gwo) opposition-based learning (obl) chaotic local search engineering problems,journal of experimental and theoretical artificial intelligence
maclaurin symmetric mean operators of linguistic intuitionistic fuzzy numbers and their application to multiple-attribute decision-making,multiple-attribute decision-making (madm) linguistic intuitionistic fuzzy numbers (lifns) maclaurin symmetric mean operator,journal of experimental and theoretical artificial intelligence
limitations and risks of machine ethics,machine ethics risk artificial general intelligence,journal of experimental and theoretical artificial intelligence
optimisation of welding processes using quasi-oppositional-based jaya algorithm,jaya algorithm oppositional-based learning welding processes optimisation,journal of experimental and theoretical artificial intelligence
deep cnn and geometric features-based gastrointestinal tract diseases detection and classification from wireless capsule endoscopy images,contrast stretching ulcer segmentation deep cnn features features fusion features selection,journal of experimental and theoretical artificial intelligence
autonomous technology and the greater human good,autonomous systems ai safety rationality utility functions rational drives formal methods,journal of experimental and theoretical artificial intelligence
research on the evolutionary game of environmental pollution in system dynamics model,environmental pollution stability analysis system dynamics evolutionary game dynamic penalty,journal of experimental and theoretical artificial intelligence
exponential stability of inertial neural networks involving proportional delays and non-reduced order method,inertial neural networks generalized exponential stability proportional de-lays non-reduced order method 34c25 34k13 34k25,journal of experimental and theoretical artificial intelligence
naive bayes text classifiers: a locally weighted learning approach,text classification naive bayes locally weighted learning multinomial naive bayes complement naive bayes the one-versus-all-but-one model,journal of experimental and theoretical artificial intelligence
investigating the effect of training–testing data stratification on the performance of soft computing techniques: an experimental study,stratification proportion data-set division soft computing porosity permeability,journal of experimental and theoretical artificial intelligence
mexica: a computer model of a cognitive account of creative writing,engagement reflection creativity computerised storyteller,journal of experimental and theoretical artificial intelligence
new generalised bonferroni mean aggregation operators of complex intuitionistic fuzzy information based on archimedean t-norm and t-conorm,complex intuitionistic fuzzy set bonferroni mean operator archimedean t-norm and t-conorm multi criteria decision-making,journal of experimental and theoretical artificial intelligence
pathological brain detection in mri scanning via hu moment invariants and machine learning,pathological brain detection magnetic resonance imaging computer-aided diagnosis support vector machine (svm) generalised eigenvalue proximal svm twin svm hu moment invariant,journal of experimental and theoretical artificial intelligence
an efficient approach for improving virtual machine placement in cloud computing environment,cloud computing virtual machine placement learning automata power consumption virtualisation,journal of experimental and theoretical artificial intelligence
a robust optimisation framework in composite generation and transmission expansion planning considering inherent uncertainties,generation and transmission expansion planning inherent uncertainties off-line lattice monte carlo simulation robust optimisation,journal of experimental and theoretical artificial intelligence
a new feature extraction approach based on one dimensional gray level co-occurrence matrices for bearing fault classification,feature extraction 1d-lbp 1d-glcm fault classification bearing fault diagnosis,journal of experimental and theoretical artificial intelligence
some 2-tuple linguistic pythagorean heronian mean operators and their application to multiple attribute decision-making,multiple attribute decision making (madm) 2-tuple linguistic pythagorean fuzzy numbers g2tlpfhm operator g2tlpfwhm operator green supplier selection,journal of experimental and theoretical artificial intelligence
cauchy grey wolf optimiser for continuous optimisation problems,grey wolf optimiser optimisation swarm intelligence cauchy distribution,journal of experimental and theoretical artificial intelligence
product design and business model strategies for a circular economy,circular business model circular design circularity sustainability closed loop,journal of industrial and production engineering
value mapping for sustainable business thinking,sustainable consumption and production stakeholders business model business model innovation shared value creation systems thinking,journal of industrial and production engineering
how does industry 4.0 contribute to operations management?,internet of things maturity level technologies contingency tables,journal of industrial and production engineering
the inverse lindley distribution: a stress-strength reliability model with application to head and neck cancer data,inverse lindley distribution stress–strength reliability model statistical properties maximum likelihood estimator bayes estimator 60e05 62f10 62f15,journal of industrial and production engineering
multi-objective metaheuristics for solving a type ii robotic mixed-model assembly line balancing problem,robotic mixed-model assembly line balancing mixed-integer linear programming u-shaped assembly line multi-objective optimization,journal of industrial and production engineering
mapping the first decade of circular economy research: a bibliometric network analysis,circular economy sustainability bibliometric analysis network analysis literature review,journal of industrial and production engineering
key quality performance evaluation using fuzzy ahp,key quality performance analytical hierarchy process fuzzy multiple-attribute decision-making,journal of industrial and production engineering
metaheuristics for a bi-objective location-routing-problem in waste collection management,multi objective optimization waste collection location routing problem heterogeneous vehicles,journal of industrial and production engineering
"critical issues of m-learning: design models, adoption processes, and future trends",m-learning mobile learning mobile technology 關鍵詞: 機動式或行動式學習 ， 線上式學習 ， 網際網路,journal of industrial and production engineering
a hybrid model for analyzing the risks of green supply chain in a fuzzy environment,green supply chain fuzzy dematel fuzzy topsis prioritizing risk,journal of industrial and production engineering
selecting competitive supply chain using fuzzy ahp and extent analysis,supply chains competitiveness fuzzy ahp extent analysis,journal of industrial and production engineering
multi-item eoq model with nonlinear unit holding cost and partial backordering: moth-flame optimization algorithm,economic order quantity moth-flame optimization algorithm partial backordering nonlinear unit holding cost interior-point method constrained nonlinear optimization,journal of industrial and production engineering
promotional coordination mechanisms with demand dependent on price and sales efforts,supply-chain management coordination price and effort induced demand,journal of industrial and production engineering
robust fuzzy chance constraint programming for multi-item eoq model with random disruption and partial backordering under uncertainty,economic order quantity defective supply batches partial backordering chance constraint programming robust fuzzy chance constraint programming,journal of industrial and production engineering
adaptive instructions to novice shop-floor operators using augmented reality,adaptive instructions augmented reality shop-floor operators expert systems shop-floor support,journal of industrial and production engineering
an effective computational attempt for solving fully fuzzy linear programming using molp problem,fully fuzzy linear programming multi-objective linear programming problem lexicographic ordering on triangular fuzzy numbers computational complexity,journal of industrial and production engineering
trade-in strategy for a durable goods firm with recovery cost,price discrimination trade-in recovery cost utility assessment stationary equilibrium,journal of industrial and production engineering
secondary use of electric vehicle batteries and potential impacts on business models,electric vehicles batteries secondary use renewables business models,journal of industrial and production engineering
sustainable industrial and operation engineering trends and challenges toward industry 4.0: a data driven analysis,sustainable industrial and operation engineering industry 4.0 data driven analysis fuzzy delphi method bibliometric analysis,journal of industrial and production engineering
a two-warehouse inventory model with fuzzy deterioration rate and fuzzy demand rate under conditionally permissible delay in payment,inventory model two-warehouse fuzzy deterioration fuzzy demand permissible delay in payment,journal of industrial and production engineering
solving an outpatient nurse scheduling problem by binary goal programming,nurse scheduling binary goal programming outpatient department sensitivity analysis,journal of industrial and production engineering
an integrated inventory model for multi-echelon supply chains with deteriorating items: a price-dependent demand approach,supply chain management inventory control deteriorating items mathematical programming price-dependent demand,journal of industrial and production engineering
lean six sigma performance improvement tool for automotive suppliers,lean six sigma strategic control systems organizational performance automotive technology analytical hierarchy process,journal of industrial and production engineering
interpretive structural modeling and path analysis for proposed framework of lean supply chain in indian manufacturing industry,lean supply chain manufacturing india path analysis interpretive structural modeling,journal of industrial and production engineering
a novel general risk assessment method using the soft topsis approach,"risk assessment original design manufacture failure mode, effects, and criticality analysis technique for order preference by similarity to ideal solution",journal of industrial and production engineering
"wafer fault detection and key step identification for semiconductor manufacturing using principal component analysis, adaboost and decision tree",fault detection (fd) adaboost semiconductor manufacturing key step identification,journal of industrial and production engineering
route selection in multimodal transportation networks: a hybrid multiple criteria decision-making approach,hybrid multiple criteria decision-making approach analytic hierarchy process (ahp) data envelopment analysis (dea) technique for order of preference by similarity to ideal solution (topsis) multimodal transportation,journal of industrial and production engineering
research of o2o website based consumer purchase decision-making model,o2o mode purchase decision model perceived risks service-type business,journal of industrial and production engineering
"a robust optimization approach for multi-objective, multi-product, multi-period, closed-loop green supply chain network designs under uncertainty and discount",green supply chain multi-objective decision-making methods robust optimization uncertainty discount,journal of industrial and production engineering
a road map for the implementation of integrated jit-lean practices in indian manufacturing industries using the best-worst method approach,jit practices lean practices jit-lean manufacturing system ranking best-worst method (bwm) multi-criteria decision-making (mcdm),journal of industrial and production engineering
policy and society related implications of automated driving: a review of literature and directions for future research,"automated driving first, second, and third order impacts policy and societal implications ripple effect",journal of intelligent transportation systems
last mile distribution in humanitarian relief,last mile distribution humanitarian relief chains integrated routing and resource allocation,journal of intelligent transportation systems
predictions of freeway traffic speeds and volumes using vector autoregressive models,time series traffic prediction cross-correlation multivariate analysis,journal of intelligent transportation systems
a real-time parking prediction system for smart cities,duration modeling internet of things neural networks parking occupancy parking sensors smart city,journal of intelligent transportation systems
individual trip destination estimation in a transit smart card automated fare collection system,its public transportation smart cards automated fare control,journal of intelligent transportation systems
traffic capacity implications of automated vehicles mixed with regular vehicles,automated highway system automated lane changing automated vehicles connected vehicles highway capacity micro-simulation,journal of intelligent transportation systems
the real–time stop–skipping problem,transit stop–skipping transit vehicle expressing transit operations control automatic vehicle location systems,journal of intelligent transportation systems
intersection management via vehicle connectivity: the intersection cooperative adaptive cruise control system concept,connected vehicles cooperative cruise control intersection management,journal of intelligent transportation systems
bus arrival time prediction using support vector machines,prediction bus arrival time support vector machine,journal of intelligent transportation systems
collaborative merging strategy for freeway ramp operations in a connected and autonomous vehicles environment,connected vehicles optimization ramp control vissim autonomous driving,journal of intelligent transportation systems
design of reinforcement learning parameters for seamless application of adaptive traffic signal control,adaptive traffic signal control reinforcement learning temporal difference learning,journal of intelligent transportation systems
connected variable speed limits control and car-following control with vehicle-infrastructure communication to resolve stop-and-go waves,adaptive cruise control connected vehicles moving jam variable speed limits,journal of intelligent transportation systems
handling cut-in vehicles in strings of cooperative adaptive cruise control vehicles,adaptive cruise control (acc) cooperative adaptive cruise control (cacc) cooperative vehicles intelligent transportation systems (its) intelligent vehicles,journal of intelligent transportation systems
"assessing the potential impacts of connected vehicles: mobility, environmental, and safety perspectives",connected vehicle microsimulation mobility safety v2v,journal of intelligent transportation systems
new methodology for estimating reliability in transportation networks with degraded link capacities,reliability capacity transportation networks travel time,journal of intelligent transportation systems
"the added value of accounting for users’ flexibility and information on the potential of a station-based one-way car-sharing system: an application in lisbon, portugal",mixed integer programming one-way car-sharing transportation demand management value of information,journal of intelligent transportation systems
predicting duration of traffic accidents based on cost-sensitive bayesian network and weighted k-nearest neighbor,accident duration prediction bayesian network cost-sensitive knn regression,journal of intelligent transportation systems
real-time monitoring and control on signalized arterials,travel times traffic flow transit signal priority,journal of intelligent transportation systems
dynamic eco-driving for signalized arterial corridors and its indirect network-wide energy/emissions benefits,dedicated short-range communications (dsrc) dynamic eco-driving signal phase and timing (spat) signalized arterial corridors velocity planning,journal of intelligent transportation systems
investigation of discretionary lane-change characteristics using next-generation simulation data sets,curve model duration time lane change trajectories clustering,journal of intelligent transportation systems
a dynamic optimization method for adaptive signal control in a connected vehicle environment,adaptive signal control connected vehicle genetic algorithm dynamic platoon dispersion model rolling horizon penetration rate,journal of intelligent transportation systems
using data from the web to predict public transport arrivals under special events scenarios,data mining demand prediction public transport smartcard urban computing web mining,journal of intelligent transportation systems
artificial neural network models for car following: experimental analysis and calibration issues,"car following models driver behavior gps experiments, micro-simulation neural networks particle swarm algorithm",journal of intelligent transportation systems
asynchronous n-step q-learning adaptive traffic signal control,artificial intelligence intelligent transportation systems neural networks reinforcement learning traffic signal controllers,journal of intelligent transportation systems
optimizing multi-agent based urban traffic signal control system,mathematical programming multi-agent system signal control traffic network,journal of intelligent transportation systems
network-wide traffic state estimation using loop detector and floating car data,freeway networks lagrangian coordinates node models traffic state estimation,journal of intelligent transportation systems
a high accuracy fuzzy logic based map matching algorithm for road transport,gps digital road network map matching optimal estimation fuzzy logic,journal of intelligent transportation systems
a similarity-based neuro-fuzzy modeling for driving behavior recognition applying fusion of smartphone sensors,driver assistant system driving style evaluation fuzzy systems maneuver detection smartphones sensors,journal of intelligent transportation systems
real-time dynamic transit signal priority optimization for coordinated traffic networks using genetic algorithms and artificial neural networks,artificial neural networks genetic algorithms microsimulation signalized intersections transit signal priority,journal of intelligent transportation systems
leveraging explicitly disclosed location information to understand tourist dynamics: a case study,spatio-temporal data analysis geovisualisation location-disclosure location-based services,journal of location based services
the second life of urban planning? using neogeography tools for community engagement,virtual reality urban informatics geospatial web urban planning neogeography neoplanning,journal of location based services
neogeography and the nature of geographic expertise,mapping crowdsourcing neogeography spatial data infrastructure,journal of location based services
an evaluation of indoor location determination technologies,indoor user localisation location prediction location technologies location tracking position determination technologies,journal of location based services
drone services: issues in drones for location-based services from human-drone interaction to information processing,drone services fog computing mobile cloud computing internet-of-things information processing human-drone interaction,journal of location based services
smart environments and cultural heritage: a novel approach to create intelligent cultural spaces,location-based services internet of things smart environments cultural heritage,journal of location based services
including landmarks in routing instructions,navigation landmarks cognitive engineering web mapping,journal of location based services
a critical evaluation of location based services and their potential,geolocation technologies mobile mapping ubiquitons computing,journal of location based services
location based services: ongoing evolution and research agenda,location based services research trends research agenda mobile devices context-aware computing,journal of location based services
